读者ID,读者类型,性别,单位, 
1410AC540115,本科生,女,统计2014-1, 
1410AC540116,本科生,女,统计2014-1, 
1410AC540117,本科生,女,统计2014-1, 
1410AC540118,本科生,女,统计2014-1, 
1410AC540120,本科生,女,统计2014-1, 
1410AC540122,本科生,女,统计2014-1, 
1410AC540124,本科生,女,统计2014-1, 
1410AC540125,本科生,女,统计2014-1, 
1410AC540127,本科生,男,统计2014-1, 
1410AC540129,本科生,男,统计2014-1, 
1411AC140102,本科生,女,英语2014-1, 
1411AC140103,本科生,女,英语2014-1, 
1411AC140104,本科生,女,英语2014-1, 
1411AC140105,本科生,女,英语2014-1, 
1411AC140106,本科生,女,英语2014-1, 
1411AC140107,本科生,女,英语2014-1, 
1411AC140108,本科生,女,英语2014-1, 
1411AC140111,本科生,女,英语2014-1, 
1411AC140113,本科生,男,英语2014-1, 
1411AC140114,本科生,男,英语2014-1, 
1411AC140202,本科生,女,英语2014-2, 
1411AC140203,本科生,女,英语2014-2, 
1411AC140204,本科生,女,英语2014-2, 
1411AC140205,本科生,女,英语2014-2, 
1411AC140206,本科生,女,英语2014-2, 
1411AC140207,本科生,女,英语2014-2, 
1411AC140208,本科生,女,英语2014-2, 
1411AC140209,本科生,女,英语2014-2, 
1411AC140210,本科生,女,英语2014-2, 
1411AC140211,本科生,女,英语2014-2, 
1411AC140212,本科生,男,英语2014-2, 
1411AC140213,本科生,男,英语2014-2, 
1411AC140301,本科生,女,英语2014-3, 
1411AC140303,本科生,女,英语2014-3, 
1411AC140304,本科生,女,英语2014-3, 
1411AC140305,本科生,女,英语2014-3, 
1411AC140306,本科生,女,英语2014-3, 
1411AC140308,本科生,女,英语2014-3, 
1411AC140309,本科生,女,英语2014-3, 
1411AC140310,本科生,女,英语2014-3, 
1411AC140311,本科生,女,英语2014-3, 
1411AC140313,本科生,男,英语2014-3, 
1411AC140401,本科生,女,英语2014-4, 
1411AC140402,本科生,女,英语2014-4, 
1411AC140403,本科生,女,英语2014-4, 
1411AC140405,本科生,女,英语2014-4, 
1411AC140406,本科生,女,英语2014-4, 
1411AC140407,本科生,女,英语2014-4, 
1411AC140408,本科生,女,英语2014-4, 
1411AC140412,本科生,男,英语2014-4, 
1411AC140413,本科生,男,英语2014-4, 
1411AD140101,本科生,女,俄语2014-1, 
1411AD140102,本科生,女,俄语2014-1, 
1411AD140103,本科生,女,俄语2014-1, 
1411AD140105,本科生,女,俄语2014-1, 
1411AD140106,本科生,女,俄语2014-1, 
1411AD140107,本科生,女,俄语2014-1, 
1411AD140108,本科生,女,俄语2014-1, 
1411AD140109,本科生,女,俄语2014-1, 
1411AD140110,本科生,女,俄语2014-1, 
1411AD140111,本科生,女,俄语2014-1, 
1411AD140112,本科生,女,俄语2014-1, 
1411AD140114,本科生,女,俄语2014-1, 
1411AD140115,本科生,女,俄语2014-1, 
1411AD140116,本科生,女,俄语2014-1, 
1412AC140101,本科生,女,行管2014-1, 
1412AC140102,本科生,女,行管2014-1, 
1412AC140103,本科生,女,行管2014-1, 
1412AC140104,本科生,女,行管2014-1, 
1412AC140105,本科生,女,行管2014-1, 
1412AC140106,本科生,女,行管2014-1, 
1412AC140107,本科生,女,行管2014-1, 
1412AC140108,本科生,女,行管2014-1, 
1412AC140109,本科生,女,行管2014-1, 
1412AC140110,本科生,女,行管2014-1, 
1412AC140111,本科生,女,行管2014-1, 
1412AC140112,本科生,女,行管2014-1, 
1412AC140113,本科生,女,行管2014-1, 
1412AC140114,本科生,女,行管2014-1, 
1412AC140115,本科生,女,行管2014-1, 
1412AC140116,本科生,女,行管2014-1, 
1412AC140117,本科生,女,行管2014-1, 
1412AC140118,本科生,女,行管2014-1, 
1412AC140119,本科生,女,行管2014-1, 
1412AC140120,本科生,女,行管2014-1, 
1412AC140121,本科生,女,行管2014-1, 
1412AC140124,本科生,男,行管2014-1, 
1412AC140126,本科生,男,行管2014-1, 
1412AC140127,本科生,男,行管2014-1, 
1412AC240102,本科生,女,社工2014-1, 
1412AC240103,本科生,女,社工2014-1, 
1412AC240104,本科生,女,社工2014-1, 
1412AC240105,本科生,女,社工2014-1, 
1412AC240106,本科生,女,社工2014-1, 
1412AC240107,本科生,女,社工2014-1, 
1412AC240108,本科生,女,社工2014-1, 
1412AC240109,本科生,女,社工2014-1, 
1412AC240110,本科生,女,社工2014-1, 
1412AC240111,本科生,女,社工2014-1, 
1412AC240112,本科生,女,社工2014-1, 
1412AC240113,本科生,女,社工2014-1, 
1412AC240114,本科生,女,社工2014-1, 
1412AC240115,本科生,女,社工2014-1, 
1412AC240116,本科生,女,社工2014-1, 
1412AC240117,本科生,男,社工2014-1, 
1412AC240118,本科生,男,社工2014-1, 
1412AC240119,本科生,男,社工2014-1, 
1412AC240120,本科生,男,社工2014-1, 
1412AC240121,本科生,男,社工2014-1, 
1412AC240122,本科生,男,社工2014-1, 
1412AC240123,本科生,男,社工2014-1, 
1412AC240124,本科生,男,社工2014-1, 
1412AC240125,本科生,男,社工2014-1, 
1412AC340102,本科生,女,汉语2014-1, 
1412AC340103,本科生,女,汉语2014-1, 
1412AC340104,本科生,女,汉语2014-1, 
1412AC340105,本科生,女,汉语2014-1, 
1412AC340107,本科生,女,汉语2014-1, 
1412AC340108,本科生,女,汉语2014-1, 
1412AC340109,本科生,女,汉语2014-1, 
1412AC340110,本科生,女,汉语2014-1, 
1412AC340111,本科生,女,汉语2014-1, 
1412AC340112,本科生,女,汉语2014-1, 
1412AC340113,本科生,女,汉语2014-1, 
1412AC340114,本科生,女,汉语2014-1, 
1412AC340115,本科生,女,汉语2014-1, 
1412AC340116,本科生,女,汉语2014-1, 
1412AC340117,本科生,女,汉语2014-1, 
1412AC340118,本科生,女,汉语2014-1, 
1412AC340119,本科生,女,汉语2014-1, 
1412AC340120,本科生,女,汉语2014-1, 
1412AC340122,本科生,女,汉语2014-1, 
1412AC340123,本科生,男,汉语2014-1, 
1412AC340124,本科生,男,汉语2014-1, 
1412AC340127,本科生,男,汉语2014-1, 
1412AC340201,本科生,女,汉语2014-2, 
1412AC340202,本科生,女,汉语2014-2, 
1412AC340203,本科生,女,汉语2014-2, 
1412AC340204,本科生,女,汉语2014-2, 
1412AC340205,本科生,女,汉语2014-2, 
1412AC340206,本科生,女,汉语2014-2, 
1412AC340207,本科生,女,汉语2014-2, 
1412AC340208,本科生,女,汉语2014-2, 
1412AC340209,本科生,女,汉语2014-2, 
1412AC340210,本科生,女,汉语2014-2, 
1412AC340211,本科生,女,汉语2014-2, 
1412AC340212,本科生,女,汉语2014-2, 
1412AC340213,本科生,女,汉语2014-2, 
1412AC340214,本科生,女,汉语2014-2, 
1412AC340215,本科生,女,汉语2014-2, 
1412AC340216,本科生,女,汉语2014-2, 
1412AC340217,本科生,女,汉语2014-2, 
1412AC340218,本科生,女,汉语2014-2, 
1412AC340219,本科生,女,汉语2014-2, 
1412AC340220,本科生,女,汉语2014-2, 
1412AC340221,本科生,女,汉语2014-2, 
1412AC340222,本科生,女,汉语2014-2, 
1412AC340223,本科生,男,汉语2014-2, 
1412AC340224,本科生,男,汉语2014-2, 
1412AC340226,本科生,男,汉语2014-2, 
1412AC340227,本科生,男,汉语2014-2, 
1412AC440101,本科生,女,公管2014-1, 
1412AC440102,本科生,女,公管2014-1, 
1412AC440104,本科生,女,公管2014-1, 
1412AC440106,本科生,女,公管2014-1, 
1412AC440107,本科生,女,公管2014-1, 
1412AC440109,本科生,女,公管2014-1, 
1412AC440110,本科生,女,公管2014-1, 
1412AC440111,本科生,女,公管2014-1, 
1412AC440112,本科生,女,公管2014-1, 
1412AC440113,本科生,女,公管2014-1, 
1412AC440115,本科生,女,公管2014-1, 
1412AC440116,本科生,女,公管2014-1, 
1412AC440117,本科生,女,公管2014-1, 
1412AC440119,本科生,男,公管2014-1, 
1412AC440120,本科生,男,公管2014-1, 
1412AC440122,本科生,男,公管2014-1, 
1412AC440123,本科生,男,公管2014-1, 
1412AC440124,本科生,男,公管2014-1, 
1412AC440125,本科生,男,公管2014-1, 
1414AC140106,本科生,女,环设2014-1, 
1414AC140107,本科生,女,环设2014-1, 
1414AC140110,本科生,女,环设2014-1, 
1414AC140111,本科生,女,环设2014-1, 
1414AC140113,本科生,女,环设2014-1, 
1414AC140114,本科生,男,环设2014-1, 
1414AC140115,本科生,男,环设2014-1, 
1414AC140119,本科生,男,环设2014-1, 
1414AC140124,本科生,男,环设2014-1, 
1414AC140202,本科生,女,环设2014-2, 
1414AC140203,本科生,女,环设2014-2, 
1414AC140206,本科生,女,环设2014-2, 
1414AC140207,本科生,女,环设2014-2, 
1414AC140208,本科生,女,环设2014-2, 
1414AC140209,本科生,女,环设2014-2, 
1414AC140210,本科生,女,环设2014-2, 
1414AC140211,本科生,女,环设2014-2, 
1414AC140212,本科生,女,环设2014-2, 
1414AC140213,本科生,女,环设2014-2, 
1414AC140214,本科生,男,环设2014-2, 
1414AC140216,本科生,男,环设2014-2, 
1414AC140218,本科生,男,环设2014-2, 
1414AC140219,本科生,男,环设2014-2, 
1414AC140220,本科生,男,环设2014-2, 
1414AC140221,本科生,男,环设2014-2, 
1414AC140222,本科生,男,环设2014-2, 
1414AC140223,本科生,男,环设2014-2, 
1414AC140224,本科生,男,环设2014-2, 
1414AC140226,本科生,男,环设2014-2, 
1414AC140301,本科生,女,环设2014-3, 
1414AC140302,本科生,女,环设2014-3, 
1414AC140303,本科生,女,环设2014-3, 
1414AC140304,本科生,女,环设2014-3, 
1414AC140305,本科生,女,环设2014-3, 
1414AC140306,本科生,女,环设2014-3, 
1414AC140307,本科生,女,环设2014-3, 
1414AC140308,本科生,女,环设2014-3, 
1414AC140309,本科生,女,环设2014-3, 
1414AC140312,本科生,女,环设2014-3, 
1414AC140322,本科生,男,环设2014-3, 
1414AC140324,本科生,男,环设2014-3, 
1414AC140325,本科生,男,环设2014-3, 
1414AC140407,本科生,女,环设2014-4, 
1414AC140410,本科生,女,环设2014-4, 
1414AC140411,本科生,女,环设2014-4, 
1414AC140415,本科生,男,环设2014-4, 
1414AC140423,本科生,男,环设2014-4, 
1414AD140101,本科生,女,舞蹈2014-1, 
1414AD140102,本科生,女,舞蹈2014-1, 
1414AD140113,本科生,女,舞蹈2014-1, 
1414AD140119,本科生,女,舞蹈2014-1, 
1414AD140205,本科生,女,舞蹈2014-2, 
1414AD140208,本科生,女,舞蹈2014-2, 
1414AD140212,本科生,女,舞蹈2014-2, 
1414AD140224,本科生,男,舞蹈2014-2, 
1414AE140109,本科生,女,表演2014-1, 
1414AE140110,本科生,女,表演2014-1, 
1414AE140115,本科生,女,表演2014-1, 
1414AE140116,本科生,女,表演2014-1, 
1414AE140117,本科生,女,表演2014-1, 
1414AE140122,本科生,男,表演2014-1, 
1414AE140127,本科生,男,表演2014-1, 
1414AE140204,本科生,女,表演2014-2, 
1414AE140207,本科生,女,表演2014-2, 
1414AE140208,本科生,女,表演2014-2, 
1414AE140213,本科生,女,表演2014-2, 
1414AE140214,本科生,女,表演2014-2, 
1414AE140217,本科生,女,表演2014-2, 
1414AE140302,本科生,女,表演2014-3, 
1414AE140308,本科生,女,表演2014-3, 
1414AE140312,本科生,女,表演2014-3, 
1414AE140316,本科生,女,表演2014-3, 
1414AE140321,本科生,男,表演2014-3, 
1414AE140327,本科生,男,表演2014-3, 
1414AE140328,本科生,男,表演2014-3, 
1415AC140103,本科生,女,软件2014-1, 
1415AC140106,本科生,女,软件2014-1, 
1415AC140107,本科生,女,软件2014-1, 
1415AC140108,本科生,女,软件2014-1, 
1415AC140109,本科生,女,软件2014-1, 
1415AC140110,本科生,女,软件2014-1, 
1415AC140112,本科生,男,软件2014-1, 
1415AC140113,本科生,男,软件2014-1, 
1415AC140114,本科生,男,软件2014-1, 
1415AC140115,本科生,男,软件2014-1, 
1415AC140116,本科生,男,软件2014-1, 
1415AC140117,本科生,男,软件2014-1, 
1415AC140118,本科生,男,软件2014-1, 
1415AC140120,本科生,男,软件2014-1, 
1415AC140123,本科生,男,软件2014-1, 
1415AC140126,本科生,男,软件2014-1, 
1415AC140127,本科生,男,软件2014-1, 
1415AC140129,本科生,男,软件2014-1, 
1415AC140130,本科生,男,软件2014-1, 
1415AC140203,本科生,女,软件2014-2, 
1415AC140204,本科生,女,软件2014-2, 
1415AC140205,本科生,女,软件2014-2, 
1415AC140206,本科生,女,软件2014-2, 
1415AC140207,本科生,女,软件2014-2, 
1415AC140208,本科生,女,软件2014-2, 
1415AC140209,本科生,女,软件2014-2, 
1415AC140210,本科生,男,软件2014-2, 
1415AC140215,本科生,男,软件2014-2, 
1415AC140216,本科生,男,软件2014-2, 
1415AC140220,本科生,男,软件2014-2, 
1415AC140221,本科生,男,软件2014-2, 
1415AC140222,本科生,男,软件2014-2, 
1415AC140223,本科生,男,软件2014-2, 
1415AC140224,本科生,男,软件2014-2, 
1415AC140227,本科生,男,软件2014-2, 
1415AC140230,本科生,男,软件2014-2, 
1415AC140302,本科生,女,软件2014-3, 
1415AC140303,本科生,女,软件2014-3, 
1415AC140304,本科生,女,软件2014-3, 
1415AC140306,本科生,女,软件2014-3, 
1415AC140307,本科生,女,软件2014-3, 
1415AC140309,本科生,男,软件2014-3, 
1415AC140310,本科生,男,软件2014-3, 
1415AC140312,本科生,男,软件2014-3, 
1415AC140313,本科生,男,软件2014-3, 
1415AC140319,本科生,男,软件2014-3, 
1415AC140322,本科生,男,软件2014-3, 
1415AC140323,本科生,男,软件2014-3, 
1415AC140328,本科生,男,软件2014-3, 
1501AC140102,本科生,男,勘资2015-1, 
1501AC140103,本科生,男,勘资2015-1, 
1501AC140104,本科生,男,勘资2015-1, 
1501AC140106,本科生,男,勘资2015-1, 
1501AC140110,本科生,男,勘资2015-1, 
1501AC140112,本科生,男,勘资2015-1, 
1501AC140116,本科生,男,勘资2015-1, 
1501AC140117,本科生,男,勘资2015-1, 
1501AC140118,本科生,男,勘资2015-1, 
1501AC140119,本科生,男,勘资2015-1, 
1501AC140122,本科生,男,勘资2015-1, 
1501AC140123,本科生,男,勘资2015-1, 
1501AC140124,本科生,男,勘资2015-1, 
1501AC140125,本科生,男,勘资2015-1, 
1501AC140127,本科生,男,勘资2015-1, 
1501AC140205,本科生,男,勘资2015-2, 
1501AC140206,本科生,男,勘资2015-2, 
1501AC140208,本科生,男,勘资2015-2, 
1501AC140209,本科生,男,勘资2015-2, 
1501AC140210,本科生,男,勘资2015-2, 
1501AC140213,本科生,男,勘资2015-2, 
1501AC140214,本科生,男,勘资2015-2, 
1501AC140221,本科生,男,勘资2015-2, 
1501AC140222,本科生,男,勘资2015-2, 
1501AC140226,本科生,男,勘资2015-2, 
1501AC140227,本科生,男,勘资2015-2, 
1501AC140301,本科生,男,勘资2015-3, 
1501AC140302,本科生,男,勘资2015-3, 
1501AC140303,本科生,男,勘资2015-3, 
1501AC140304,本科生,男,勘资2015-3, 
1501AC140305,本科生,男,勘资2015-3, 
1501AC140306,本科生,男,勘资2015-3, 
1501AC140307,本科生,男,勘资2015-3, 
1501AC140308,本科生,男,勘资2015-3, 
1501AC140311,本科生,男,勘资2015-3, 
1501AC140313,本科生,男,勘资2015-3, 
1501AC140317,本科生,男,勘资2015-3, 
1501AC140318,本科生,男,勘资2015-3, 
1501AC140321,本科生,男,勘资2015-3, 
1501AC140322,本科生,男,勘资2015-3, 
1501AC140323,本科生,男,勘资2015-3, 
1501AC140325,本科生,男,勘资2015-3, 
1501AC140403,本科生,男,勘资2015-4, 
1501AC140408,本科生,男,勘资2015-4, 
1501AC140409,本科生,男,勘资2015-4, 
1501AC140410,本科生,男,勘资2015-4, 
1501AC140411,本科生,男,勘资2015-4, 
1501AC140412,本科生,男,勘资2015-4, 
1501AC140413,本科生,男,勘资2015-4, 
1501AC140414,本科生,男,勘资2015-4, 
1501AC140420,本科生,男,勘资2015-4, 
1501AC140423,本科生,男,勘资2015-4, 
1501AC140425,本科生,男,勘资2015-4, 
1501AC140426,本科生,男,勘资2015-4, 
1501AC140427,本科生,男,勘资2015-4, 
1501AC140503,本科生,男,勘资2015-5, 
1501AC140509,本科生,男,勘资2015-5, 
1501AC140512,本科生,男,勘资2015-5, 
1501AC140513,本科生,男,勘资2015-5, 
1501AC140514,本科生,男,勘资2015-5, 
1501AC140515,本科生,男,勘资2015-5, 
1501AC140516,本科生,男,勘资2015-5, 
1501AC140519,本科生,男,勘资2015-5, 
1501AC140520,本科生,男,勘资2015-5, 
1501AC140523,本科生,男,勘资2015-5, 
1501AC140526,本科生,男,勘资2015-5, 
1501AC140601,本科生,男,勘资2015-6, 
1501AC140603,本科生,男,勘资2015-6, 
1501AC140606,本科生,男,勘资2015-6, 
1501AC140608,本科生,男,勘资2015-6, 
1501AC140610,本科生,男,勘资2015-6, 
1501AC140614,本科生,男,勘资2015-6, 
1501AC140620,本科生,男,勘资2015-6, 
1501AC140622,本科生,男,勘资2015-6, 
1501AC140627,本科生,男,勘资2015-6, 
1501AC340101,本科生,男,地化2015-1, 
1501AC340102,本科生,男,地化2015-1, 
1501AC340103,本科生,男,地化2015-1, 
1501AC340105,本科生,男,地化2015-1, 
1501AC340106,本科生,男,地化2015-1, 
1501AC340108,本科生,男,地化2015-1, 
1501AC340110,本科生,男,地化2015-1, 
1501AC340111,本科生,男,地化2015-1, 
1501AC340112,本科生,男,地化2015-1, 
1501AC340114,本科生,男,地化2015-1, 
1501AC340116,本科生,男,地化2015-1, 
1501AC340117,本科生,男,地化2015-1, 
1501AC340119,本科生,男,地化2015-1, 
1501AC340120,本科生,男,地化2015-1, 
1501AC340121,本科生,男,地化2015-1, 
1501AC340124,本科生,男,地化2015-1, 
1501AC340126,本科生,男,地化2015-1, 
1501AC340128,本科生,男,地化2015-1, 
1501AC340130,本科生,男,地化2015-1, 
1501AC340202,本科生,男,地化2015-2, 
1501AC340206,本科生,男,地化2015-2, 
1501AC340208,本科生,男,地化2015-2, 
1501AC340210,本科生,男,地化2015-2, 
1501AC340211,本科生,男,地化2015-2, 
1501AC340213,本科生,男,地化2015-2, 
1501AC340215,本科生,男,地化2015-2, 
1501AC340216,本科生,男,地化2015-2, 
1501AC340217,本科生,男,地化2015-2, 
1501AC340219,本科生,男,地化2015-2, 
1501AC340221,本科生,男,地化2015-2, 
1501AC340228,本科生,男,地化2015-2, 
1501AC340229,本科生,男,地化2015-2, 
1501AD140102,本科生,男,勘技2015-1, 
1501AD140104,本科生,男,勘技2015-1, 
1501AD140106,本科生,男,勘技2015-1, 
1501AD140107,本科生,男,勘技2015-1, 
1501AD140108,本科生,男,勘技2015-1, 
1501AD140110,本科生,男,勘技2015-1, 
1501AD140112,本科生,男,勘技2015-1, 
